,Correlation,Mutual_Info,Random_Forest,Gradient_Boost,Average
humidity_lag_12h,0.4321200286567608,0.124296221015485,0.0,4.6335255962801e-18,0.13910406241806145
humidity_rolling_24h_max,0.4321200286567608,0.12416144489919584,0.0,4.633412474247333e-18,0.13907036838898917
humidity_rolling_12h_mean,0.4321200286567608,0.12373627579162756,0.0,4.633412474247333e-18,0.1389640761120971
humidity_rolling_24h_min,0.4321200286567608,0.12336872222425313,0.0,4.633412474247333e-18,0.13887218772025348
humidity_lag_3h,0.4321200286567608,0.12311707583200514,0.0,1.468299701448094e-11,0.13880927612586225
humidity_rolling_48h_max,0.4321200286567608,0.12311163462194322,0.0,3.8367015569559685e-10,0.13880791591559355
humidity_rolling_72h_max,0.4321200286567608,0.12274094505652888,0.0,1.66344791734195e-08,0.1387152475869422
humidity_lag_1h,0.4321200286567608,0.12265442554153347,0.0,4.609006357249246e-09,0.13869361470182517
humidity_rolling_6h_min,0.4321200286567608,0.12261648723372925,0.0,5.747338938633549e-10,0.13868412911630598
humidity_rolling_72h_mean,0.4321200286567608,0.12214508349646624,0.0,4.633412474247333e-18,0.13856627803830676
comfort_index,0.42661098820152793,0.12408370311896198,2.210485183067298e-05,3.2103337243026813e-08,0.13767920706891443
humidity_squared,0.42129395698828415,0.12265998191630083,0.0,4.633412474247333e-18,0.13598848472614625
aqi_pct_change_12h,0.2843800320901112,0.2554924406730571,1.3933068414966036e-05,9.87952927920905e-09,0.13497160392777816
pm25_pm10_ratio,0.44880641299915336,0.06195462227658394,0.0,5.0615273704587335e-08,0.12769027147275275
aqi_rolling_72h_std,0.3568521079831492,0.14792500522116758,0.00013102332961382156,2.099549424643888e-08,0.12622703938235622
aqi_pct_change_24h,0.2466805028682896,0.258006456004396,0.0,0.00017732037936348628,0.12621606981301225
wind_direction,0.3403088408579188,0.12688648619174342,0.0,4.633412474247333e-18,0.11679883176241555
aqi_rolling_48h_std,0.32374330006718743,0.13943071757237965,9.823360515914963e-05,1.2563378990977405e-07,0.11581809421962905
aqi_change_12h,0.36119093265507757,0.08969206664860727,0.00796602302800891,4.453189847695659e-08,0.11471226671589806
aqi_change_6h,0.3241013714902472,0.07614152696117803,0.029089799280364027,5.69133290715154e-06,0.10733459726617411
country_encoded,0.29878761178072455,0.10485770944886061,0.0,4.633412474247333e-18,0.1009113303073963
pm25_change_24h,0.2808436396353619,0.1220853579539215,4.119599478906366e-05,8.069846511014997e-06,0.10074456585764588
temp_humidity_interaction,0.27048798868326424,0.12557369693073175,0.0,1.0036946935020572e-09,0.09901542165442268
aqi_rolling_24h_std,0.27902541770328654,0.11577013621979332,1.4283913921136425e-06,9.919916583543162e-05,0.09872404537007685
aqi_change_3h,0.29103802575964266,0.06528710600667796,9.870267204945046e-07,2.284872882462941e-06,0.08908210091648089
aqi_rolling_12h_std,0.2581783474229065,0.09740044159622335,4.066680616533144e-05,3.423288367098191e-05,0.08891342217724155
wind_speed_lag_48h,0.22329344658662256,0.1266878588768286,0.0,4.633412474247333e-18,0.0874953263658628
wind_speed,0.22329344658662256,0.12630215056987465,0.0,4.633412474247333e-18,0.08739889928912431
wind_speed_lag_168h,0.22329344658662256,0.1262160667397139,0.0,4.633412474247333e-18,0.08737737833158411
wind_speed_lag_1h,0.22329344658662256,0.12579351473539702,0.0,4.6816778748942065e-18,0.08727174033050489
wind_speed_lag_3h,0.22329344658662256,0.12554937048779813,0.0,4.633412474247333e-18,0.08721070426860517
wind_speed_lag_6h,0.22329344658662256,0.12436893126977365,0.0,4.633412474247333e-18,0.08691559446409905
wind_speed_lag_24h,0.22329344658662256,0.12395905222559322,0.0,4.633412474247333e-18,0.08681312470305394
wind_speed_lag_12h,0.22329344658662256,0.12392638943032065,0.0,4.6730806004039824e-18,0.08680495900423581
wind_speed_lag_72h,0.22329344658662256,0.12279592450528413,0.0,1.7355922419581187e-09,0.08652234320687473
pm25_change_12h,0.2181558330893123,0.12770464870602746,6.628778893449183e-07,4.0090571809781805e-07,0.08646538639473682
aqi_rolling_3h_std,0.28217797109025006,0.060102904331144964,9.100227166598731e-06,3.220907841040076e-06,0.08557329913910067
aqi_rolling_6h_std,0.26081655875369325,0.07563930184343785,2.6704156249198212e-05,5.219830335382414e-05,0.08413369076418355
aqi_change_1h,0.27193857744292776,0.053444277160261164,1.7373799946365355e-06,4.3253024539198306e-06,0.08134722932140938
no2_o3_ratio,0.2277392071524465,0.04528867509027792,5.006160790417879e-05,2.6381703306394874e-07,0.0682695519169154
pm25_change_6h,0.1493228568329754,0.1153683707975997,0.0,8.534468009580193e-08,0.06617282824381379
pressure_lag_24h,0.11291086780549618,0.10634160216761987,0.0,4.633412474247333e-18,0.05481311749327901
pressure_lag_12h,0.11291086780549618,0.10603026907208825,0.0,4.633412474247333e-18,0.05473528421939611
pressure_lag_3h,0.11291086780549618,0.10586379389987957,0.0,1.8770100978647192e-11,0.05469366543103646
pressure,0.11291086780549618,0.10464747852062856,0.0,4.633412474247333e-18,0.05438958658153119
pressure_lag_72h,0.11291086780549618,0.10463248123961447,0.0,4.631677936411587e-18,0.05438583726127766
pressure_lag_1h,0.11291086780549618,0.10423855909428487,0.0,4.633412474247333e-18,0.054287356724945265
pressure_lag_168h,0.11291086780549618,0.10409145982249314,0.0,4.633412474247333e-18,0.05425058190699733
pressure_lag_48h,0.11291086780549618,0.10395509355346516,0.0,4.633412474247333e-18,0.05421649033974034
pressure_lag_6h,0.11291086780549618,0.10371153910995459,0.0,4.633412474247333e-18,0.05415560172886269
pm25_change_3h,0.09561710650665277,0.10896034047392625,1.0197599910187997e-06,7.486885830876916e-07,0.05114480385728827
wind_chill,0.07868023465338861,0.12574879316463894,0.0,4.633412474247333e-18,0.05110725695450689
day_of_year,0.12579323595692848,0.07827118328743268,1.8102901359151424e-05,1.5635128761177292e-08,0.05102063444521227
day_of_year_cos,0.12581665703008044,0.07779006928716728,1.869497026132663e-05,7.757858911659402e-09,0.05090635726134199
temperature,0.04761569599486678,0.1261790147374039,0.0,2.131797380744847e-13,0.04344867768312097
temperature_rolling_3h_min,0.04761569599486678,0.12539008726822007,0.0,4.633412474247333e-18,0.043251445815771714
temperature_rolling_12h_max,0.04761569599486678,0.12526444310461488,0.0,5.781566705546485e-12,0.04322003477631581
temperature_lag_6h,0.04761569599486678,0.12522855234340827,0.0,4.633412474247333e-18,0.04321106208456876
temperature_lag_48h,0.04761569599486678,0.12495806736268147,0.0,7.653399062743167e-13,0.0431434408395784
temperature_rolling_72h_mean,0.04761569599486678,0.12478451729916415,0.0,4.633412474247333e-18,0.043100053323507734
temperature_rolling_3h_max,0.04761569599486678,0.12459819971328627,2.578610774598867e-05,4.633412474247333e-18,0.043059920453974755
temperature_rolling_6h_max,0.04761569599486678,0.124599388577484,0.0,1.2191515671535365e-09,0.04305377144787558
temperature_lag_1h,0.04761569599486678,0.12458634209209832,0.0,4.633412474247333e-18,0.043050509521741276
temperature_rolling_3h_mean,0.04761569599486678,0.12456664398844737,0.0,4.633412474247333e-18,0.043045584995828536
temperature_rolling_6h_mean,0.04761569599486678,0.12453413121348741,0.0,4.633412474247333e-18,0.04303745680208855
temperature_lag_168h,0.04761569599486678,0.12445523568213493,0.0,4.633412474247333e-18,0.04301773291925043
temperature_rolling_72h_min,0.04761569599486678,0.12433120014284904,2.1763375643066703e-05,4.63710779398436e-18,0.04299216487833973
temperature_rolling_48h_max,0.04761569599486678,0.12432775693642771,0.0,7.847888157329056e-18,0.04298586323282362
temperature_lag_3h,0.04761569599486678,0.1242310730132088,0.0,4.811667620166703e-09,0.0429616934549358
temperature_rolling_12h_min,0.04761569599486678,0.12395936325654501,0.0,4.633412474247333e-18,0.042893764812852946
temperature_rolling_48h_mean,0.04761569599486678,0.12388529799022585,0.0,4.633412474247333e-18,0.04287524849627316
temperature_lag_12h,0.04761569599486678,0.12386962471944005,0.0,4.617122901529014e-18,0.04287133017857671
temperature_rolling_24h_max,0.04761569599486678,0.12356025322598461,0.0,4.633412474247333e-18,0.04279398730521285
temperature_rolling_24h_min,0.04761569599486678,0.1234227988392766,0.0,4.633412474247333e-18,0.042759623708535845
temperature_rolling_24h_mean,0.04761569599486678,0.1233558115807244,0.0,4.633412474247333e-18,0.042742876893897795
temperature_rolling_48h_min,0.04761569599486678,0.12327143586674727,0.0,4.633412474247333e-18,0.042721782965403514
temperature_rolling_12h_mean,0.04761569599486678,0.12322449776408086,9.787655976176601e-06,4.633412474247333e-18,0.04271249535373095
temperature_lag_24h,0.04761569599486678,0.12306443821029768,3.0397811508140335e-07,1.4027000535919172e-09,0.0426701098964949
temperature_rolling_6h_min,0.04761569599486678,0.12260511796056935,0.0,4.633412474247333e-18,0.04255520348885903
temperature_rolling_72h_max,0.04761569599486678,0.12238403280937385,0.0,4.633412474247333e-18,0.04249993220106016
pm25_pct_change_24h,0.1373612194846013,0.03187237306704565,0.0,1.2093378398757937e-07,0.04230842837135774
temperature_lag_72h,0.04761569599486678,0.1202413230859191,0.0,4.633412474247333e-18,0.04196425477019647
temperature_squared,0.040748867581787765,0.1246307961872438,0.0,4.633412474247333e-18,0.04134491594225789
day_of_year_sin,0.08922754902602942,0.07462188969563686,6.565143032095836e-05,8.366276290756325e-09,0.04097877462956588
pm25_pct_change_12h,0.13750567335045882,0.020897944708835724,0.0,3.390991828747261e-07,0.03960098928961935
pm25_change_1h,0.047830322362431364,0.10102808499931491,1.9840502347835973e-05,8.511809732660526e-07,0.03721977476126684
pm25_pct_change_6h,0.09646217448588357,0.01719001909536274,0.0,4.167804466928859e-07,0.028413152590423253
month,0.10149120896996397,0.005977050797239022,0.0,2.708634116756447e-11,0.026867064948572335
month_cos,0.10149120896996403,0.005912733617480892,0.0,4.633412474247333e-18,0.02685098564686123
pm25_pct_change_3h,0.05927000458725152,0.018117223857196742,2.8654557277830614e-07,1.6144060372647328e-07,0.019346919107656194
o3,0.011514558586402098,0.05677825582417563,1.3667832706867435e-05,5.4066811625828956e-08,0.017076634077524057
month_sin,0.0626287975191669,0.004970341049619236,0.0,4.633412474247333e-18,0.016899784642196537
pm25_pct_change_1h,0.027600399796958074,0.03324792733637068,3.700830108933194e-06,2.9354964873340726e-07,0.015213080378271605
dow_sin,0.006566566245313996,0.008338666495430042,0.0,2.2392157302413013e-09,0.003726308744989942
is_peak_pollution,0.011621659076726548,0.0010709337088911967,0.0,5.20310507066153e-09,0.003173149497180704
hour_cos,0.010665695962721839,0.0,0.0,5.493099542302178e-08,0.0026664377234293154
dow_cos,0.006822652139456058,0.0033586192754952093,0.0,4.6334878889358446e-18,0.002545317853737818
day_of_week,0.00268016124253692,0.007142954779567944,0.0,4.633412474247333e-18,0.0024557790055262175
is_rush_hour,0.006330949898527671,0.002369112162354767,0.0,1.4813051224152035e-09,0.00217501588554689
hour,0.00519038256310988,0.0,0.0,4.6952690619471065e-08,0.0012976073789501249
temperature_rolling_72h_std,,0.00229223226669961,0.0,4.633412474247333e-18,0.0007640774222332048
is_weekend,0.0008581061145047883,0.0014193209487058257,0.0,1.3445642980375193e-10,0.000569356799416761
temperature_rolling_12h_std,,0.001310529916701152,0.0,4.633412474247333e-18,0.0004368433055670522
temperature_change_6h,,0.0010710040135497234,0.0,4.633412474247333e-18,0.0003570013378499093
hour_sin,0.0014031327716666733,0.0,0.0,1.69648453820459e-09,0.00035078361703780287
pressure_pct_change_12h,,0.0010312883358697404,0.0,4.633412474247333e-18,0.00034376277862324835
is_night,0.0,0.0011387203929488496,0.0,1.3343670831604466e-09,0.0002846804318289832
humidity_rolling_72h_std,,0.0007948203564748583,0.0,4.633412474247333e-18,0.00026494011882495435
temperature_pct_change_12h,,0.0007705398578770041,0.0,4.633412474247333e-18,0.00025684661929233624
temperature_pct_change_1h,,0.0007040261366820904,0.0,4.633412474247333e-18,0.00023467537889403168
humidity_rolling_24h_std,,0.0006094382507866164,0.0,4.633412474247333e-18,0.00020314608359554037
pressure_pct_change_6h,,0.00034059910231804094,0.0,4.633412474247333e-18,0.00011353303410601518
temperature_rolling_48h_std,,0.000323219077640776,0.0,4.633412474247333e-18,0.00010773969254692686
temperature_rolling_6h_std,,0.00028925109582551725,0.0,4.633412474247333e-18,9.641703194184062e-05
pressure_change_1h,,1.4970893110507644e-05,0.0,4.633412474247333e-18,4.990297703504092e-06
humidity_rolling_3h_std,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
humidity_rolling_12h_std,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
humidity_rolling_6h_std,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
humidity_rolling_48h_std,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_change_6h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_change_12h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_change_24h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_change_3h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_pct_change_3h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_pct_change_24h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_change_12h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_change_3h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_pct_change_1h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_pct_change_3h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_pct_change_6h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
pressure_pct_change_24h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_change_24h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_change_1h,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_rolling_24h_std,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
temperature_rolling_3h_std,,0.0,0.0,4.633412474247333e-18,1.5444708247491111e-18
